,POSIÇÃO,NOME,TIME,JOGOS,PREÇO,MÉDIA,MÍNIMO
119,GOL,Alex Muralha,CFC,11,6.74,3.35,0.26
680,GOL,Breno,ACG,0,1.0,0.0,1.37
348,GOL,Jori,AME,0,3.0,0.0,4.15
764,GOL,Cássio,AME,0,1.0,0.0,1.37
43,GOL,Walter,CUI,11,12.86,4.85,5.22
453,GOL,Anderson,CAP,0,3.0,0.0,4.15
54,GOL,Vladimir,AVA,4,3.15,2.38,-0.49
596,GOL,Guilherme,COR,0,2.0,0.0,2.76
55,GOL,Muriel,FLU,0,4.0,0.0,5.54
9,GOL,Diego Alves,FLA,3,6.31,1.0,-0.22
344,GOL,Cleiton,BGT,12,9.53,3.92,2.1
61,GOL,Cássio,COR,11,12.23,5.93,5.86
656,GOL,Mycael,CAP,0,1.0,0.0,1.37
3,GOL,Marcelo Lomba,PAL,2,8.61,9.75,9.13
570,GOL,Léo Linck,CAP,0,2.0,0.0,2.76
749,GOL,Young,SAO,0,1.0,0.0,1.37
414,GOL,Hugo Souza,FLA,9,4.04,1.94,1.41
645,GOL,Marcão,CFC,0,1.0,0.0,1.37
464,GOL,Bento,CAP,13,8.53,4.86,6.3
669,LAT,Carlos Junio,AME,0,1.0,0.0,1.37
716,LAT,Arthur,AME,2,0.73,-1.2,1.1
186,LAT,Samuel Xavier,FLU,9,9.57,5.92,12.07
331,LAT,Pineida,FLU,4,4.34,2.05,3.92
517,LAT,Welington ,SAO,11,9.55,3.16,4.8
421,LAT,Piquerez,PAL,8,7.55,6.46,1.43
182,LAT,Daniel Borges,BOT,13,5.96,2.94,0.4
485,LAT,Abner Vinícius,CAP,12,7.29,4.1,1.01
584,LAT,Vitor Ricardo,FOR,1,4.23,5.4,4.73
484,LAT,Vitor Hugo,AME,0,1.0,0.0,1.37
668,LAT,Paulo Victor ,INT,0,4.0,0.0,5.54
718,LAT,Marcos Paulo,FLA,1,0.9,0.4,1.07
158,LAT,Maguinho,GOI,11,2.82,1.42,-1.82
161,LAT,Matheus Ribeiro,AVA,1,3.02,0.8,3.37
175,LAT,Bruno Melo,COR,3,4.77,3.2,4.97
374,LAT,Guilherme Arana,CAM,8,12.26,4.6,5.28
346,LAT,Ayrton Lucas,FLA,9,6.96,4.9,3.36
587,LAT,Hugo,GOI,3,2.64,0.7,2.8
18,LAT,Carlinhos,BOT,0,5.0,0.0,6.93
721,LAT,Diego,CFC,4,1.89,2.05,-0.22
24,LAT,Fábio Santos,COR,6,8.58,5.23,12.53
25,LAT,Mariano,CAM,7,8.65,6.77,4.27
168,LAT,Michel,CEA,9,6.17,3.9,5.96
327,LAT,Orejuela,CAP,3,6.18,4.4,6.18
166,LAT,Danilo Barcelos,GOI,9,2.79,0.56,1.18
347,LAT,Saravia,BOT,12,8.71,4.48,5.7
269,LAT,Busanello,JUV,4,7.91,4.9,8.36
520,LAT,Heitor,INT,0,5.0,0.0,6.93
403,LAT,Guga,CAM,6,9.12,4.87,6.83
196,LAT,Rodrigo Soares,JUV,10,3.06,1.49,7.03
261,LAT,Tinga,FOR,4,3.9,2.37,2.25
367,LAT,Luan Cândido,BGT,8,9.55,6.7,8.91
218,LAT,Rodinei,FLA,2,3.4,1.05,7.63
702,LAT,Nathan,CFC,2,1.31,-0.45,0.41
4,LAT,Marcos Rocha,PAL,9,10.95,7.18,10.57
703,LAT,Caio Hila,CUI,0,1.0,0.0,1.37
490,LAT,Luan Sales,ACG,0,2.0,0.0,2.76
435,LAT,Marlon ,AME,9,4.86,3.2,6.16
245,LAT,Cris Silva,FLU,5,9.46,4.88,3.11
491,LAT,Douglas Silva,GOI,0,3.0,0.0,4.15
648,LAT,Andrés Hurtado,BGT,6,3.96,2.25,1.69
234,LAT,João Pedro ,COR,2,2.56,2.45,3.54
241,LAT,Igor Cariús,CUI,3,5.04,1.73,3.97
1,LAT,Nino Paraíba,CEA,11,6.5,3.04,2.97
359,LAT,Daniel Guedes ,CUI,2,2.29,-0.85,1.67
228,LAT,Buiú,CEA,0,2.0,0.0,2.76
262,LAT,Bruno Pacheco,CEA,10,9.33,3.85,7.2
214,LAT,Auro,SAN,2,2.62,-0.35,0.31
211,LAT,Arthur Henrique,ACG,7,2.85,1.17,-0.81
193,LAT,Victor Luis,CEA,8,6.28,2.25,7.08
604,LAT,Vitor Marinho,BOT,0,2.0,0.0,2.76
259,LAT,Kevin ,AVA,13,5.48,3.0,0.79
627,LAT,Weverson,BGT,1,3.08,1.0,3.5
433,LAT,Kelvyn,CEA,1,2.44,-0.7,3.04
345,LAT,Jorge,PAL,6,3.43,3.95,3.52
254,LAT,Marlon,FLU,3,3.53,1.93,4.75
512,LAT,Khellven ,CAP,10,6.6,4.65,9.77
202,LAT,Mayke,PAL,6,4.42,1.7,0.97
595,LAT,Reydson,BOT,0,1.0,0.0,1.37
451,LAT,Cougo,AVA,0,3.0,0.0,4.15
698,LAT,Thauan Lara,INT,0,1.0,0.0,1.37
8,LAT,Rafinha,SAO,12,8.36,2.9,0.81
450,LAT,Jonathan Silva,BOT,1,2.38,0.6,3.15
13,LAT,William Matheus,JUV,9,1.52,0.81,-2.19
621,LAT,Igor,AVA,0,2.0,0.0,2.76
705,LAT,Wesley,FLA,0,1.0,0.0,1.37
469,LAT,Calegari,FLU,4,9.74,4.22,9.26
238,LAT,Moisés,INT,4,4.85,3.1,-0.41
473,LAT,Warley,CFC,3,3.74,2.03,-1.86
550,LAT,Guilherme Biro,CFC,9,2.85,1.77,0.12
116,LAT,Reinaldo,SAO,10,3.5,1.31,-2.12
617,LAT,Vanderlan,PAL,1,3.29,4.6,4.02
316,LAT,Landázuri,FOR,7,2.51,1.47,1.32
653,LAT,Pedrinho,CAP,2,3.81,7.15,4.52
689,LAT,Juan Pablo,GOI,2,2.24,4.1,1.89
568,LAT,Vinicius Kauê,CAP,0,1.0,0.0,1.37
726,LAT,João Moreira,SAO,0,3.0,0.0,4.15
737,LAT,Jhonny,FLU,0,1.0,0.0,1.37
107,LAT,Rafael,BOT,0,6.0,0.0,8.32
312,LAT,Jefferson,ACG,13,4.95,2.72,5.06
572,LAT,Gustavo Garcia,PAL,2,3.81,5.55,4.67
685,LAT,Lucas Pires,SAN,12,9.28,3.44,2.08
103,LAT,Renê,INT,9,6.91,4.31,2.31
738,LAT,Jefinho,BOT,0,1.0,0.0,1.37
665,LAT,Guilherme,BGT,2,2.0,2.3,1.53
350,LAT,Aderlan,BGT,8,7.87,3.64,3.58
422,LAT,Diego Matos,AVA,1,1.72,-2.3,-0.57
293,LAT,Hayner,ACG,10,3.91,3.11,-1.11
294,LAT,Paulo Henrique,JUV,8,3.87,1.9,0.42
309,LAT,Moraes,JUV,3,3.88,5.8,0.55
349,LAT,Igor Vinícius,SAO,8,4.3,3.51,4.74
751,LAT,Carlos Daniel,CAM,0,1.0,0.0,1.37
91,LAT,Madson,SAN,10,7.18,2.64,1.82
744,LAT,Léo Maná,COR,0,1.0,0.0,1.37
89,LAT,Eduardo,AME,0,4.0,0.0,5.54
419,LAT,Matheuzinho,FLA,9,6.85,4.36,1.34
560,LAT,Mazetti,INT,0,3.0,0.0,4.15
468,LAT,João Lucas,CUI,10,7.12,3.36,6.46
428,LAT,Felipe Jonatan,SAN,3,4.23,0.4,1.81
321,LAT,Bustos,INT,13,9.69,4.18,7.2
69,LAT,Patric,AME,13,6.59,2.78,1.1
276,LAT,Rafael Ramos,COR,9,8.6,5.86,3.95
277,LAT,Marçal,BOT,0,5.0,0.0,6.93
70,LAT,Uendel,CUI,10,4.66,2.04,2.99
466,LAT,Matheus Alexandre,CFC,9,8.85,5.38,3.43
63,LAT,Fagner,COR,1,9.95,6.1,5.18
320,LAT,Dudu,ACG,4,7.58,2.27,7.31
728,LAT,Gabriel Ruggeri,GOI,0,2.0,0.0,2.76
479,LAT,Lucas Piton,COR,10,15.21,6.86,4.44
39,LAT,Filipe Luís,FLA,5,6.19,2.18,3.39
44,LAT,Dodô,CAM,0,6.0,0.0,8.32
75,LAT,Egídio,CFC,6,14.8,7.08,9.95
303,LAT,Juninho Capixaba,FOR,10,6.8,3.85,7.57
734,LAT,Nicolas,JUV,0,1.0,0.0,1.37
577,LAT,Leonardo Ataíde,CAP,0,1.0,0.0,1.37
126,LAT,Raúl Cáceres,AME,9,4.77,3.65,0.83
132,LAT,Bruno Cortez,AVA,12,6.7,2.32,2.12
545,LAT,Natanael,CFC,4,5.04,3.52,8.08
135,LAT,João Paulo,AME,6,3.4,2.32,1.75
600,LAT,Hugo,BOT,10,6.85,3.72,6.22
425,LAT,Ramon,BGT,4,2.74,1.37,1.46
244,ZAG,Nino,FLU,9,12.61,4.92,5.08
252,ZAG,Igor Rabello,CAM,0,5.0,0.0,6.93
467,ZAG,João Victor,COR,7,6.25,3.33,3.53
465,ZAG,Kaíque Rocha,INT,1,2.9,2.1,4.92
343,ZAG,Junior Alonso,CAM,12,13.15,4.37,5.24
687,ZAG,Lipe,AVA,0,2.0,0.0,2.76
242,ZAG,Arboleda,SAO,8,5.93,2.71,1.08
700,ZAG,Cleiton,FLA,0,2.0,0.0,2.76
301,ZAG,Nathan Silva,CAM,8,9.28,4.19,3.97
274,ZAG,Murilo,PAL,12,9.69,5.04,6.32
462,ZAG,Rodrigo Freitas,AVA,4,1.68,0.83,1.13
295,ZAG,Joel Carli,BOT,2,4.71,4.9,3.44
324,ZAG,Thalisson Kelven,JUV,5,0.97,0.76,0.15
271,ZAG,Reynaldo,GOI,10,3.85,1.57,1.76
278,ZAG,Léo Ortiz,BGT,6,10.83,5.73,2.39
679,ZAG,Gustavo Marques,AME,1,1.4,-0.3,0.72
457,ZAG,Caetano,GOI,9,4.71,2.63,1.28
459,ZAG,Lucas Ribeiro,CEA,4,5.27,1.75,0.6
355,ZAG,Guillermo Santos,CFC,5,5.25,3.2,1.06
482,ZAG,Vitor Mendes,JUV,8,4.57,4.09,-0.03
641,ZAG,Kaiky,SAN,1,4.58,1.0,1.09
672,ZAG,Ewerton,BOT,0,1.0,0.0,1.37
282,ZAG,Vitão,INT,9,4.62,2.29,1.05
354,ZAG,Alan Empereur,CUI,8,5.77,2.07,3.55
285,ZAG,Marcelo Benevenuto,FOR,11,7.47,2.82,7.2
696,ZAG,Lomónaco,BGT,6,3.03,1.92,1.37
286,ZAG,Everson,GOI,0,3.0,0.0,4.15
683,ZAG,Henrique Halls,BGT,0,2.0,0.0,2.76
332,ZAG,Philipe Sampaio,BOT,5,1.28,-0.42,-2.76
684,ZAG,Lucas Beraldo,SAO,0,2.0,0.0,2.76
352,ZAG,Ramon Menezes,ACG,11,4.12,2.13,-0.15
255,ZAG,Velázquez,SAN,6,5.69,2.35,2.78
640,ZAG,Joaquim,CUI,1,4.05,9.7,7.27
306,ZAG,David Duarte,FLU,1,2.73,-0.3,2.7
526,ZAG,Realpe,BGT,4,2.95,1.33,1.9
493,ZAG,Nicolás Hernández,CAP,7,4.29,2.8,2.95
569,ZAG,Haydar,BGT,0,3.0,0.0,4.15
567,ZAG,Tiago Barbosa,INT,0,2.0,0.0,2.76
566,ZAG,David Ricardo,CEA,0,2.0,0.0,2.76
67,ZAG,David Braz,FLU,8,5.2,1.53,0.15
72,ZAG,Henrique,CFC,11,5.07,1.88,0.72
73,ZAG,Titi,FOR,10,5.09,2.18,3.31
747,ZAG,Luizão,SAO,0,1.0,0.0,1.37
76,ZAG,Dedé,CAP,0,4.0,0.0,5.54
77,ZAG,Rafael Forster,JUV,11,4.76,2.54,0.9
56,ZAG,Gil,COR,9,8.59,4.92,6.84
78,ZAG,Sidnei,GOI,4,5.17,3.3,1.63
614,ZAG,Raul Gustavo,COR,11,8.5,5.08,5.66
82,ZAG,Pablo,FLA,7,7.4,3.65,4.35
745,ZAG,Robert Renan,COR,0,1.0,0.0,1.37
742,ZAG,Lucas Ramires,JUV,0,1.0,0.0,1.37
95,ZAG,Maicon,SAN,10,12.4,4.11,3.94
96,ZAG,Miranda,SAO,4,5.53,3.23,0.42
99,ZAG,Sidimar,GOI,5,2.84,3.34,0.8
556,ZAG,Lucas Fasson,CAP,1,1.86,-0.9,1.72
706,ZAG,Habraão,FOR,0,1.0,0.0,1.37
746,ZAG,Kawan,BOT,0,1.0,0.0,1.37
110,ZAG,Gustavo Henrique,FLA,1,4.38,0.0,1.72
52,ZAG,Luciano Castán,CFC,12,6.48,2.49,4.69
573,ZAG,João Vialle,CAP,1,0.66,-0.1,0.92
2,ZAG,Thiago Heleno,CAP,0,8.0,0.0,11.1
410,ZAG,Diego,SAO,11,5.99,1.85,0.36
6,ZAG,Paulão,CUI,6,4.56,1.68,0.19
412,ZAG,Robson Bambu,COR,3,5.82,6.73,3.87
593,ZAG,Felipe Camargo,AVA,0,1.0,0.0,1.37
658,ZAG,Robson,SAN,0,2.0,0.0,2.76
589,ZAG,Gabriel Lacerda,CEA,10,4.25,1.82,3.89
21,ZAG,Felipe Melo,FLU,4,5.95,-0.23,1.75
588,ZAG,Hiago,CAM,0,1.0,0.0,1.37
50,ZAG,David Luiz,FLA,8,5.26,1.3,4.1
402,ZAG,Messias,CEA,9,5.01,3.06,4.3
28,ZAG,Rodrigo Moledo,INT,5,5.59,3.48,0.82
759,ZAG,Yan Souto,GOI,1,2.33,0.7,0.69
32,ZAG,Manoel,FLU,9,7.52,3.61,7.14
608,ZAG,Arthur Chaves,AVA,12,5.09,2.63,1.92
609,ZAG,Renan,BGT,3,4.28,4.2,4.22
36,ZAG,Matheus Ferraz,FLU,0,3.0,0.0,4.15
755,ZAG,Léo Dourado,CAP,0,1.0,0.0,1.37
394,ZAG,Kuscevic,PAL,2,6.49,9.1,9.02
48,ZAG,Réver,CAM,5,4.67,1.8,3.87
27,ZAG,Paulo Miranda,JUV,6,2.74,1.33,2.59
553,ZAG,Belezi,COR,0,1.0,0.0,1.37
104,ZAG,Marllon,CUI,11,7.1,3.17,3.51
120,ZAG,Víctor Cuesta,BOT,10,8.8,4.0,6.99
181,ZAG,Mercado,INT,11,5.89,2.66,-2.1
190,ZAG,Léo,SAO,11,4.54,1.05,0.76
549,ZAG,Da Silva,GOI,7,1.45,2.17,-0.9
715,ZAG,Michel,PAL,0,2.0,0.0,2.76
195,ZAG,Rodrigo Caio,FLA,7,5.75,2.03,-0.01
206,ZAG,Rafael Vaz,AVA,1,3.39,1.1,1.75
207,ZAG,Luccas Claro,FLU,7,5.16,1.48,2.6
369,ZAG,Pedro Henrique,CAP,12,8.86,4.51,7.85
518,ZAG,Walce,SAO,0,2.0,0.0,2.76
212,ZAG,Éder,AME,11,3.07,1.68,2.44
437,ZAG,Bruno Méndez,COR,6,4.96,3.02,6.65
220,ZAG,Iago Maidana,AME,6,7.66,4.4,4.38
632,ZAG,Marcio Silva,CFC,1,2.74,5.8,4.07
709,ZAG,Lucas Freitas,PAL,0,1.0,0.0,1.37
226,ZAG,Klaus,BOT,1,2.89,-0.2,0.09
227,ZAG,Fabrício Bruno,FLA,0,7.0,0.0,9.71
438,ZAG,Lucas Halter,CAP,2,3.96,3.3,4.47
362,ZAG,Kanu,BOT,11,4.3,2.27,4.27
711,ZAG,Marcos Victor,CEA,1,2.27,3.4,2.83
519,ZAG,Luan,FLU,0,1.0,0.0,1.37
431,ZAG,Matheus Felipe,CAP,8,4.72,3.9,3.96
722,ZAG,Juan Ojeda,CUI,0,3.0,0.0,4.15
732,ZAG,Ceballos,FOR,9,4.49,2.92,6.05
129,ZAG,Gustavo Gómez,PAL,8,16.32,9.49,6.92
383,ZAG,Eduardo Bauermann,SAN,10,8.83,3.53,1.35
136,ZAG,Luiz Felipe,SAN,0,4.0,0.0,5.54
381,ZAG,Conti,AME,11,3.8,2.04,0.84
539,ZAG,Gabriel Noga,ACG,1,1.43,-0.2,-0.03
144,ZAG,Luiz Otávio,CEA,6,4.07,3.72,5.4
178,ZAG,Wanderson,ACG,7,2.69,1.43,1.21
538,ZAG,Natan,BGT,8,8.05,5.16,0.93
147,ZAG,Danilo Avelar,AME,4,3.52,2.75,1.34
674,ZAG,Mezenga,BOT,0,3.0,0.0,4.15
157,ZAG,Luan,PAL,5,7.0,4.84,1.37
167,ZAG,Léo Pereira,FLA,4,3.44,1.6,4.41
527,ZAG,Michel,ACG,0,2.0,0.0,2.76
154,ZAG,Bressan,AVA,9,6.61,2.68,2.05
529,ZAG,Luan Patrick,AME,2,1.88,2.0,1.39
667,ZAG,Thalisson Gabriel,CFC,0,2.0,0.0,2.76
440,MEI,Bruno Leite,CAP,0,2.0,0.0,2.76
443,MEI,Guilherme Castilho,CAM,2,2.99,-0.75,-0.52
411,MEI,Willian Maranhão,SAN,4,4.23,1.23,4.02
429,MEI,Bruninho,JUV,4,2.53,1.35,1.41
420,MEI,Pepê,CUI,10,6.19,3.33,3.64
442,MEI,Terans,CAP,12,9.53,4.91,2.6
649,MEI,Adson,COR,9,8.52,5.26,4.89
417,MEI,Gabriel,SAO,4,3.68,1.78,0.49
415,MEI,Diego,GOI,10,6.69,3.02,5.49
434,MEI,Baralhas,ACG,12,7.6,3.66,4.75
426,MEI,Caio,GOI,9,3.11,1.97,1.0
413,MEI,Hugo Moura,CAP,9,6.96,3.72,2.77
384,MEI,Gabriel Sara,SAO,1,7.41,-0.2,9.2
646,MEI,Vitinho,AVA,1,1.42,-0.1,1.01
533,MEI,Talles,SAO,1,3.77,3.7,4.44
534,MEI,Bruno Oliveira,SAN,4,2.84,3.13,0.64
540,MEI,André Anderson,SAO,5,2.74,1.1,0.35
541,MEI,Johnny,INT,4,3.42,3.15,1.95
543,MEI,Patrick de Paula,BOT,9,6.93,3.79,2.85
544,MEI,Gomes,FLA,9,11.25,4.87,4.61
546,MEI,Rodrigo Nestor,SAO,11,8.08,3.79,7.45
618,MEI,Calebe,CAM,4,2.24,0.6,1.93
616,MEI,David,CEA,0,2.0,0.0,2.76
555,MEI,Gustavo,AME,6,2.67,1.82,0.91
557,MEI,Daniel de Pauli,GOI,0,3.0,0.0,4.15
558,MEI,Matheus Araújo,COR,0,1.0,0.0,1.37
561,MEI,Lincon,GOI,0,1.0,0.0,1.37
563,MEI,Ivonei,SAN,0,3.0,0.0,4.15
531,MEI,Kawan,CAP,0,1.0,0.0,1.37
613,MEI,Bryan García,CAP,3,2.25,0.93,2.07
612,MEI,Gustavo Mantuan,COR,11,9.93,5.0,3.48
575,MEI,Praxedes,BGT,8,7.75,3.08,0.13
611,MEI,Nathan,GOI,0,1.0,0.0,1.37
578,MEI,Galarza,CFC,3,4.08,1.8,2.17
579,MEI,Lucas Ramos,INT,0,3.0,0.0,4.15
610,MEI,Lázaro,FLA,10,3.67,1.06,1.34
581,MEI,Edson Fernando,ACG,10,2.72,1.56,0.9
607,MEI,Pedro Bahia,GOI,0,1.0,0.0,1.37
606,MEI,Léo Rafael,CEA,1,2.0,-0.1,2.45
605,MEI,Gabriel Pirani,CUI,3,2.13,0.3,0.58
591,MEI,Del Piage,BOT,7,2.49,2.1,1.34
597,MEI,Henrique Lordelo,GOI,2,1.76,-0.05,1.01
598,MEI,Rivas,CUI,5,2.11,0.86,-0.28
599,MEI,Danilo,PAL,10,6.41,2.67,3.11
571,MEI,Emiliano Martínez,BGT,0,4.0,0.0,5.54
623,MEI,Sammuel,FOR,0,1.0,0.0,1.37
528,MEI,Breno,BOT,0,4.0,0.0,5.54
521,MEI,Rômulo,JUV,4,3.2,2.1,0.96
644,MEI,Kelvi,JUV,0,1.0,0.0,1.37
449,MEI,Miguel Figueira,GOI,0,4.0,0.0,5.54
452,MEI,Eric Ramires,BGT,10,4.07,1.32,0.29
455,MEI,Luan,SAO,2,5.04,0.75,1.27
642,MEI,Martinelli,FLU,4,3.58,0.35,-0.15
458,MEI,Neto,CAM,0,1.0,0.0,1.37
463,MEI,Gabriel Menino,PAL,5,7.05,6.02,6.61
470,MEI,Jadsom Silva,BGT,9,4.2,1.42,1.72
471,MEI,Miguel,BGT,4,7.14,3.52,6.25
639,MEI,Vinícius Balieiro,SAN,0,4.0,0.0,5.54
474,MEI,Sandry,SAN,9,3.17,2.4,0.78
475,MEI,Lucas Lima,ACG,3,1.23,0.2,-0.05
478,MEI,Geovane,CEA,8,1.63,0.56,3.71
481,MEI,Darlan,JUV,3,2.21,0.5,0.75
487,MEI,Pedro Bicalho,PAL,1,1.72,1.2,1.43
488,MEI,Rikelme,CUI,0,1.0,0.0,1.37
492,MEI,Roni,COR,5,0.73,-0.66,-0.69
626,MEI,André,FLU,10,7.11,3.81,3.73
515,MEI,Chay,BOT,10,9.6,3.18,1.36
628,MEI,Daniel Cabral,FLA,0,2.0,0.0,2.76
629,MEI,Biel,CFC,1,1.3,2.9,1.99
508,MEI,Camilo,CUI,5,3.08,1.72,-0.13
506,MEI,Pablo Siles,CAP,4,1.49,-0.07,-0.31
445,MEI,Xavier,COR,2,2.09,-0.1,0.95
631,MEI,Ênio,BOT,0,2.0,0.0,2.76
503,MEI,Christian,CAP,5,3.96,1.94,2.21
502,MEI,Vinícius Zanocelo,SAN,12,8.11,3.5,0.99
498,MEI,Vitor Bueno,CAP,5,3.16,2.1,0.15
496,MEI,Ruan,COR,0,2.0,0.0,2.76
495,MEI,Flávio,AME,1,1.8,1.3,2.08
635,MEI,Andrés,SAO,5,3.87,2.0,2.91
504,MEI,Bruno Gomes,INT,0,4.0,0.0,5.54
509,MEI,Maurício,INT,10,4.22,1.97,0.23
300,MEI,Lucas Ventura,AVA,4,1.8,0.78,2.09
406,MEI,Jean Pyerre,AVA,4,2.54,0.3,1.6
174,MEI,Alê,AME,9,8.15,4.09,-0.89
173,MEI,Lucas Evangelista,BGT,10,9.04,2.92,1.38
720,MEI,Gabriel Tota,JUV,1,1.04,-1.2,0.9
170,MEI,Fernando Sobral,CEA,6,6.36,2.13,1.69
165,MEI,Richard Coelho,CEA,9,4.76,2.74,-0.01
162,MEI,Hyoran,BGT,8,8.77,6.19,7.39
156,MEI,Juninho Valoura,AME,1,3.77,0.6,3.21
719,MEI,Rodriguinho,AME,4,1.01,1.05,0.13
152,MEI,Edson ,ACG,10,4.51,1.92,1.68
727,MEI,Isaac,ACG,0,1.0,0.0,1.37
146,MEI,Elton,JUV,1,2.87,-0.3,0.02
145,MEI,Jadson,JUV,11,7.77,3.61,-0.09
143,MEI,Rodrigo Lindoso,CEA,8,4.36,2.17,1.26
142,MEI,Marlon,JUV,3,2.68,-0.4,0.62
137,MEI,Yago Pikachu,FOR,10,11.45,5.89,8.62
133,MEI,Wellington Rato,ACG,13,11.3,4.7,7.88
149,MEI,Lucas Lima,FOR,10,4.42,2.08,6.13
717,MEI,Macaé,AVA,0,1.0,0.0,1.37
180,MEI,Cantillo,COR,7,5.75,2.41,3.36
184,MEI,Elvis,GOI,11,6.79,3.64,0.11
708,MEI,Naves,PAL,2,0.73,-0.5,1.07
229,MEI,Felipe,FOR,8,5.27,2.72,0.03
225,MEI,Andreas Pereira,FLA,12,6.47,3.1,2.88
223,MEI,Jailson,PAL,1,4.77,0.0,5.93
222,MEI,Lucas Crispim,FOR,9,2.34,0.02,1.26
710,MEI,Jhonatan,PAL,0,1.0,0.0,1.37
219,MEI,Lucas Piazon,BOT,6,2.23,0.17,-1.27
217,MEI,Jean Cléber,AVA,9,2.19,0.88,0.59
216,MEI,Carlos Sánchez,SAN,0,6.0,0.0,8.32
407,MEI,Rickson,ACG,5,1.22,-0.06,0.09
210,MEI,Juninho,AME,11,5.93,2.53,1.93
204,MEI,Alisson,SAO,8,9.04,3.54,4.35
201,MEI,Jair,CAM,11,8.23,4.51,4.15
200,MEI,Chico,JUV,11,6.01,3.06,0.05
198,MEI,Valdívia,CUI,10,5.74,3.11,2.04
191,MEI,Richardson,CEA,9,3.62,2.32,3.26
