,POSIÇÃO,NOME,TIME,JOGOS,PREÇO,MÉDIA,MÍNIMO
338,GOL,Guilherme,COR,0,2.0,0.0,2.4
13,GOL,Marcos Felipe,FLU,0,7.0,0.0,8.33
251,GOL,Walter,CUI,13,12.03,4.33,2.36
362,GOL,Vinicius Silvestre,PAL,0,4.0,0.0,4.77
31,GOL,Santos,FLA,2,9.44,7.5,5.04
12,GOL,Daniel,INT,13,7.05,3.07,1.72
346,GOL,Marcelo Lomba,PAL,2,8.61,9.75,9.59
311,GOL,Muriel,FLU,0,4.0,0.0,4.77
19,GOL,Gatito Fernández,BOT,13,8.0,3.38,9.26
689,GOL,Young,SAO,0,1.0,0.0,1.21
308,GOL,João Ricardo,CEA,12,5.28,3.55,0.82
274,GOL,Hugo Souza,FLA,9,4.04,1.94,1.79
376,GOL,Keiller,INT,1,1.31,1.5,1.31
7,GOL,Cleiton,BGT,14,8.93,3.21,1.19
276,GOL,Diego Alves,FLA,3,6.31,1.0,0.97
761,GOL,Bruno,FLA,0,1.0,0.0,1.21
227,GOL,Alex Muralha,CFC,11,6.74,3.35,1.33
17,GOL,Luan Polli,ACG,2,5.03,2.25,5.4
18,GOL,João Paulo,SAN,13,12.73,3.71,3.22
340,GOL,Marcelo Boeck,FOR,9,3.45,2.11,0.46
381,GOL,Fernando Miguel,FOR,0,7.0,0.0,8.33
321,GOL,Richard,CEA,0,5.0,0.0,5.96
231,GOL,Júlio César,BGT,0,5.0,0.0,5.96
283,GOL,Matheus Cunha,FLA,0,2.0,0.0,2.4
382,GOL,Matheus Donelli,COR,2,2.53,0.5,1.75
33,GOL,Weverton,PAL,12,10.38,3.91,2.14
246,GOL,João Carlos,CUI,1,3.36,2.0,2.84
229,LAT,Luan Cândido,BGT,10,8.95,6.58,4.24
327,LAT,Renê,INT,9,6.91,4.31,3.08
331,LAT,Buiú,CEA,0,2.0,0.0,2.4
474,LAT,Maguinho,GOI,12,3.45,1.45,1.8
475,LAT,Igor Vinícius,SAO,10,3.76,3.42,0.94
320,LAT,Cris Silva,FLU,5,9.46,4.88,4.17
316,LAT,Pineida,FLU,5,4.53,2.64,4.35
319,LAT,Marlon,FLU,3,3.53,1.93,5.01
490,LAT,Rodrigo Soares,JUV,12,1.97,1.69,0.26
493,LAT,Warley,CFC,4,3.94,1.4,0.17
158,LAT,Dodô,CAM,0,6.0,0.0,7.15
156,LAT,Guga,CAM,8,8.96,5.01,4.87
155,LAT,Mariano,CAM,8,7.78,5.91,0.97
269,LAT,Igor Cariús,CUI,3,5.04,1.73,3.74
299,LAT,Victor Luis,CEA,9,5.15,2.11,1.46
278,LAT,Ramon,BGT,4,2.74,1.37,1.77
146,LAT,Jefferson,ACG,15,3.86,2.39,-0.09
518,LAT,Reinaldo,SAO,11,3.73,1.14,0.06
280,LAT,Matheuzinho,FLA,10,6.49,3.89,0.64
171,LAT,Bruno Cortez,AVA,14,7.01,2.28,4.07
473,LAT,Nicolas,JUV,0,1.0,0.0,1.21
452,LAT,Landázuri,FOR,7,2.51,1.47,1.6
255,LAT,Guilherme Biro,CFC,9,2.85,1.77,0.61
239,LAT,Andrés Hurtado,BGT,7,3.77,2.03,1.23
371,LAT,Gabriel Ruggeri,GOI,0,2.0,0.0,2.4
432,LAT,Hayner,ACG,12,4.59,2.78,2.76
291,LAT,Rodinei,FLA,3,5.64,4.93,9.92
373,LAT,Hugo,GOI,3,2.64,0.7,2.49
431,LAT,Vanderlan,PAL,1,3.29,4.6,4.13
430,LAT,Cougo,AVA,0,3.0,0.0,3.59
207,LAT,Diego Matos,AVA,1,1.72,-2.3,-0.41
427,LAT,Fábio Santos,COR,8,6.39,4.75,0.49
415,LAT,Auro,SAN,4,3.05,1.73,1.18
379,LAT,Lucas Piton,COR,12,14.7,6.22,3.02
398,LAT,Tinga,FOR,4,3.9,2.37,2.25
218,LAT,Weverson,BGT,1,3.08,1.0,3.17
394,LAT,Juninho Capixaba,FOR,12,5.57,3.6,0.89
388,LAT,Paulo Victor ,INT,0,4.0,0.0,4.77
365,LAT,Kelvyn,CEA,2,1.98,-0.05,0.74
339,LAT,Marcos Rocha,PAL,9,10.95,7.18,11.36
354,LAT,Mazetti,INT,0,3.0,0.0,3.59
196,LAT,Guilherme,BGT,2,2.0,2.3,1.6
461,LAT,Gustavo Garcia,PAL,3,3.07,3.93,0.95
184,LAT,Daniel Borges,BOT,14,6.92,3.14,5.24
456,LAT,Bustos,INT,13,9.69,4.18,8.26
252,LAT,Natanael,CFC,4,5.04,3.52,8.36
345,LAT,Mayke,PAL,8,4.67,1.82,2.06
249,LAT,Uendel,CUI,12,4.08,1.58,1.07
188,LAT,Carlinhos,BOT,0,5.0,0.0,5.96
450,LAT,Saravia,BOT,14,9.43,4.71,8.1
448,LAT,Vitor Marinho,BOT,0,2.0,0.0,2.4
191,LAT,Matheus Ribeiro,AVA,1,3.02,0.8,3.06
248,LAT,Matheus Alexandre,CFC,10,8.28,4.91,1.63
192,LAT,Jonathan Silva,BOT,1,2.38,0.6,2.77
194,LAT,Rafael,BOT,0,6.0,0.0,7.15
348,LAT,Jorge,PAL,7,3.46,3.93,3.14
195,LAT,Hugo,BOT,12,7.31,4.03,7.15
447,LAT,Heitor,INT,1,4.24,2.8,2.69
0,LAT,Moisés,INT,5,6.1,3.78,5.67
524,LAT,Madson,SAN,10,7.18,2.64,2.75
140,LAT,Dudu,ACG,4,7.58,2.27,6.71
650,LAT,Diego,CFC,5,2.86,2.66,4.19
30,LAT,Marlon ,AME,11,5.02,3.38,5.73
648,LAT,Carlos Daniel,CAM,0,1.0,0.0,1.21
645,LAT,Rafael Ramos,COR,10,9.0,5.89,5.94
710,LAT,Sávio,GOI,0,3.0,0.0,
24,LAT,Rafinha,SAO,13,9.49,3.21,6.6
615,LAT,Douglas Silva,GOI,0,3.0,0.0,3.59
612,LAT,Ayrton Lucas,FLA,11,6.63,4.61,1.1
82,LAT,Patric,AME,14,6.02,2.45,-0.11
610,LAT,Wesley,FLA,0,1.0,0.0,1.21
85,LAT,Raúl Cáceres,AME,10,5.92,4.01,6.15
601,LAT,Pedrinho,CAP,4,3.98,5.4,4.26
90,LAT,Eduardo,AME,0,4.0,0.0,4.77
98,LAT,João Paulo,AME,6,3.4,2.32,2.16
22,LAT,Nino Paraíba,CEA,13,5.56,2.47,-0.6
708,LAT,Thauan Lara,INT,1,1.06,1.7,1.42
586,LAT,Paulo Henrique,JUV,10,4.51,2.29,2.63
34,LAT,Bruno Pacheco,CEA,11,8.8,3.91,5.16
654,LAT,Nathan,CFC,3,1.08,-0.57,-0.44
50,LAT,Fagner,COR,2,9.81,5.3,5.05
678,LAT,Arthur,AME,2,0.73,-1.2,0.95
52,LAT,Egídio,CFC,7,12.92,6.11,2.0
685,LAT,Kevin ,AVA,15,6.21,3.16,3.65
677,LAT,Caio Hila,CUI,0,1.0,0.0,1.21
690,LAT,José Welinton ,FLA,0,1.0,0.0,0.15
56,LAT,Calegari,FLU,4,9.74,4.22,8.65
43,LAT,Filipe Luís,FLA,5,6.19,2.18,4.07
42,LAT,Samuel Xavier,FLU,11,10.0,6.73,10.85
692,LAT,Léo Maná,COR,0,1.0,0.0,1.21
664,LAT,Marçal,BOT,0,5.0,0.0,5.96
39,LAT,Felipe Jonatan,SAN,5,3.86,0.92,-0.27
38,LAT,Guilherme Arana,CAM,10,11.48,3.88,2.9
141,LAT,Arthur Henrique,ACG,8,3.15,1.15,1.18
37,LAT,João Lucas,CUI,12,5.98,2.93,1.17
36,LAT,Aderlan,BGT,10,7.31,3.18,1.36
583,LAT,Orejuela,CAP,5,6.53,5.96,4.99
600,LAT,Jhonny,FLU,0,1.0,0.0,1.21
680,LAT,Carlos Junio,AME,0,1.0,0.0,1.21
558,LAT,Busanello,JUV,4,7.91,4.9,8.73
124,LAT,Khellven ,CAP,11,4.74,4.23,0.66
727,LAT,Juan Pablo,GOI,3,3.05,4.73,4.15
560,LAT,João Moreira,SAO,0,3.0,0.0,3.59
2,LAT,Piquerez,PAL,9,7.91,6.15,3.8
771,LAT,Leonardo Ataíde,CAP,0,1.0,0.0,1.21
130,LAT,Abner Vinícius,CAP,14,8.28,4.13,5.64
555,LAT,Danilo Barcelos,GOI,11,2.67,0.84,0.0
541,LAT,Igor,AVA,0,2.0,0.0,2.4
569,LAT,William Matheus,JUV,10,1.46,0.5,-1.51
570,LAT,Bruno Melo,COR,4,3.93,2.53,0.92
568,LAT,Reydson,BOT,0,1.0,0.0,1.21
575,LAT,Moraes,JUV,5,6.51,7.76,10.19
526,LAT,Luan Sales,ACG,0,2.0,0.0,2.4
731,LAT,Daniel Guedes ,CUI,3,2.39,0.07,1.76
529,LAT,Welington ,SAO,13,9.14,3.19,2.65
742,LAT,Vinicius Kauê,CAP,0,1.0,0.0,1.21
571,LAT,Michel,CEA,9,6.17,3.9,6.4
766,LAT,Marcos Paulo,FLA,1,0.9,0.4,1.05
579,LAT,Vitor Ricardo,FOR,2,3.12,1.85,-0.09
107,LAT,Vitor Hugo,AME,0,1.0,0.0,1.21
537,LAT,Lucas Pires,SAN,14,9.13,3.33,1.68
294,ZAG,Matheus Ferraz,FLU,0,3.0,0.0,3.59
296,ZAG,Gustavo Henrique,FLA,3,4.41,2.33,0.92
350,ZAG,Robson Bambu,COR,4,5.94,6.2,4.24
292,ZAG,Cleiton,FLA,0,2.0,0.0,2.4
298,ZAG,Everson,GOI,0,3.0,0.0,3.59
768,ZAG,Lucas Freitas,PAL,0,1.0,0.0,1.21
293,ZAG,Felipe Melo,FLU,6,6.81,1.78,4.6
374,ZAG,Rodrigo Moledo,INT,6,6.0,3.45,3.28
367,ZAG,Mercado,INT,12,6.36,2.51,1.52
701,ZAG,Luizão,SAO,0,1.0,0.0,1.21
728,ZAG,Felipe Camargo,AVA,0,1.0,0.0,1.21
751,ZAG,Luan Patrick,AME,4,2.97,3.05,5.62
726,ZAG,Arthur Chaves,AVA,14,4.65,2.29,0.32
313,ZAG,Henrique,CFC,12,5.07,1.81,1.43
324,ZAG,Luiz Otávio,CEA,7,3.33,3.4,1.47
682,ZAG,Arthur,GOI,0,2.0,0.0,0.29
326,ZAG,David Duarte,FLU,1,2.73,-0.3,2.34
309,ZAG,Manoel,FLU,11,9.03,5.26,10.22
721,ZAG,Lucas Ramires,JUV,0,1.0,0.0,1.21
702,ZAG,Belezi,COR,0,1.0,0.0,1.21
336,ZAG,Messias,CEA,11,4.2,2.46,0.93
714,ZAG,Da Silva,GOI,7,1.45,2.17,-0.71
713,ZAG,Léo Dourado,CAP,0,1.0,0.0,1.21
743,ZAG,Luan,FLU,0,1.0,0.0,1.21
341,ZAG,Caetano,GOI,11,5.26,2.9,3.09
304,ZAG,Luccas Claro,FLU,7,5.16,1.48,3.11
302,ZAG,Reynaldo,GOI,12,4.03,1.93,1.52
301,ZAG,David Braz,FLU,8,5.2,1.53,0.82
720,ZAG,Sidimar,GOI,5,2.84,3.34,1.29
746,ZAG,Danilo Avelar,AME,5,2.92,1.84,-0.68
411,ZAG,Kaíque Rocha,INT,2,3.95,3.7,4.49
679,ZAG,Vitão,INT,9,4.62,2.29,1.75
458,ZAG,Henrique Halls,BGT,0,2.0,0.0,2.4
582,ZAG,Walce,SAO,0,2.0,0.0,2.4
581,ZAG,Lipe,AVA,0,2.0,0.0,2.4
465,ZAG,Mezenga,BOT,0,3.0,0.0,3.59
466,ZAG,Kaiky,SAN,1,4.58,1.0,1.73
468,ZAG,Robert Renan,COR,2,0.77,2.5,-1.0
481,ZAG,Gustavo Marques,AME,1,1.4,-0.3,0.75
486,ZAG,Philipe Sampaio,BOT,6,2.5,0.32,3.32
488,ZAG,Maicon,SAN,10,12.4,4.11,5.4
566,ZAG,Michel,PAL,0,2.0,0.0,2.4
587,ZAG,Paulo Miranda,JUV,6,2.74,1.33,2.75
496,ZAG,Pablo,FLA,8,6.38,3.08,0.21
500,ZAG,Luiz Felipe,SAN,0,4.0,0.0,4.77
502,ZAG,Junior Alonso,CAM,13,12.1,4.03,2.15
503,ZAG,Bressan,AVA,10,5.51,2.04,-1.47
554,ZAG,Marcos Victor,CEA,1,2.27,3.4,2.96
548,ZAG,Miranda,SAO,6,6.26,3.6,3.24
504,ZAG,Thalisson Kelven,JUV,7,1.26,1.48,0.18
546,ZAG,Thalisson Gabriel,CFC,0,2.0,0.0,2.4
545,ZAG,Rafael Forster,JUV,13,4.88,2.74,0.43
515,ZAG,Yan Souto,GOI,3,2.69,2.2,1.57
536,ZAG,Ceballos,FOR,10,4.23,3.1,3.95
559,ZAG,Ewerton,BOT,0,1.0,0.0,1.21
453,ZAG,Bruno Méndez,COR,7,3.61,2.5,0.06
602,ZAG,Kawan,BOT,0,1.0,0.0,1.21
616,ZAG,Matheus Felipe,CAP,10,5.0,3.74,4.75
384,ZAG,Gabriel Lacerda,CEA,11,3.74,1.76,1.41
675,ZAG,Lucas Beraldo,SAO,0,2.0,0.0,2.4
389,ZAG,Kuscevic,PAL,2,6.49,9.1,9.61
673,ZAG,Rafael Vaz,AVA,1,3.39,1.1,3.27
392,ZAG,Titi,FOR,12,4.32,1.76,0.21
393,ZAG,Raul Gustavo,COR,12,8.12,4.97,4.03
672,ZAG,Hiago,CAM,0,1.0,0.0,1.21
670,ZAG,Michel,ACG,0,2.0,0.0,2.4
659,ZAG,Jemerson,CAM,0,7.0,0.0,0.99
656,ZAG,Rodrigo Freitas,AVA,4,1.68,0.83,1.24
414,ZAG,Gil,COR,9,8.59,4.92,7.75
418,ZAG,Lucas Ribeiro,CEA,4,5.27,1.75,1.56
422,ZAG,Murilo,PAL,13,8.69,4.74,2.05
423,ZAG,Renan,BGT,3,4.28,4.2,4.49
426,ZAG,Eduardo Bauermann,SAN,12,8.84,3.54,1.2
649,ZAG,Lomónaco,BGT,6,3.03,1.92,1.79
639,ZAG,Joaquim,CUI,3,4.04,5.7,6.06
630,ZAG,David Ricardo,CEA,0,2.0,0.0,2.4
623,ZAG,Dedé,CAP,0,4.0,0.0,4.77
440,ZAG,Diego,SAO,13,6.02,1.98,0.3
441,ZAG,Léo,SAO,13,4.68,1.47,0.43
618,ZAG,Habraão,FOR,1,3.41,14.2,11.04
443,ZAG,Tiago Barbosa,INT,0,2.0,0.0,2.4
380,ZAG,Luciano Castán,CFC,13,5.73,2.36,1.37
290,ZAG,David Luiz,FLA,9,4.47,1.16,0.63
773,ZAG,João Vialle,CAP,1,0.66,-0.1,0.78
179,ZAG,Klaus,BOT,1,2.89,-0.2,0.56
11,ZAG,Gustavo Gómez,PAL,10,14.79,7.67,1.46
202,ZAG,Natan,BGT,10,7.88,4.44,0.69
127,ZAG,Pedro Henrique,CAP,13,8.39,4.58,5.14
21,ZAG,Kanu,BOT,13,5.01,2.71,6.32
263,ZAG,Marllon,CUI,13,7.26,3.26,3.8
23,ZAG,Luan,PAL,6,6.82,4.12,1.64
25,ZAG,Marcelo Benevenuto,FOR,13,7.12,3.23,3.86
63,ZAG,Thiago Heleno,CAP,0,8.0,0.0,9.52
147,ZAG,Ramon Menezes,ACG,13,3.72,1.55,-0.69
151,ZAG,Wanderson,ACG,7,2.69,1.43,1.23
110,ZAG,Réver,CAM,7,4.44,2.66,0.99
27,ZAG,Nathan Silva,CAM,8,9.28,4.19,5.29
118,ZAG,Conti,AME,12,4.77,2.39,5.25
40,ZAG,Arboleda,SAO,8,5.93,2.71,2.02
225,ZAG,Realpe,BGT,4,2.95,1.33,1.76
256,ZAG,Marcio Silva,CFC,1,2.74,5.8,4.29
254,ZAG,Paulão,CUI,7,4.48,1.44,0.62
132,ZAG,Nicolás Hernández,CAP,8,3.85,2.54,1.15
125,ZAG,Lucas Fasson,CAP,1,1.86,-0.9,1.39
46,ZAG,Fabrício Bruno,FLA,0,7.0,0.0,8.33
26,ZAG,Nino,FLU,11,13.44,5.32,8.37
109,ZAG,Lucas Halter,CAP,2,3.96,3.3,4.56
66,ZAG,Víctor Cuesta,BOT,12,9.16,4.46,7.11
48,ZAG,Iago Maidana,AME,6,7.66,4.4,4.63
173,ZAG,Vitor Mendes,JUV,8,4.37,3.97,0.71
234,ZAG,Léo Pereira,FLA,5,3.85,2.6,5.21
164,ZAG,Igor Rabello,CAM,2,4.66,5.95,2.96
273,ZAG,Gabriel Noga,ACG,1,1.43,-0.2,0.23
233,ZAG,Haydar,BGT,0,3.0,0.0,3.59
286,ZAG,Juan Ojeda,CUI,0,3.0,0.0,3.59
189,ZAG,Joel Carli,BOT,3,3.94,3.07,0.32
9,ZAG,Léo Ortiz,BGT,8,10.69,4.86,2.57
103,ZAG,Éder,AME,13,3.64,1.87,4.65
287,ZAG,Rodrigo Caio,FLA,7,5.75,2.03,1.06
268,ZAG,Alan Empereur,CUI,9,4.31,1.38,-2.01
232,ZAG,Guillermo Santos,CFC,5,5.25,3.2,1.84
86,MEI,Juninho Valoura,AME,1,3.77,0.6,3.07
552,MEI,Bernardo,CFC,7,1.99,1.5,0.72
122,MEI,Hugo Moura,CAP,11,6.76,3.95,0.39
551,MEI,Yuri Lima,JUV,12,4.02,1.35,2.41
92,MEI,Juninho,AME,13,5.85,2.4,1.76
595,MEI,Bassani,JUV,0,4.0,0.0,4.77
557,MEI,Lucas Ramos,INT,0,3.0,0.0,3.59
120,MEI,Ricardo Goulart,SAN,10,3.71,0.67,0.44
126,MEI,Christian,CAP,6,3.75,1.82,1.41
108,MEI,Erick,CAP,11,5.41,2.45,4.32
565,MEI,Rômulo,JUV,4,3.2,2.1,1.28
106,MEI,Zé Ricardo,AME,8,1.78,0.5,1.04
111,MEI,Flávio,AME,1,1.8,1.3,2.03
95,MEI,Alê,AME,11,9.05,3.94,3.98
593,MEI,Alisson,SAO,8,9.04,3.54,4.77
592,MEI,Sammuel,FOR,0,1.0,0.0,1.21
573,MEI,Chico,JUV,13,6.38,2.85,2.34
589,MEI,Jader,CAP,0,4.0,0.0,4.77
97,MEI,Lucas Kal,AME,13,2.74,1.33,1.79
102,MEI,Matheusinho,AME,6,0.83,0.47,0.79
574,MEI,Pablo Siles,CAP,5,1.74,0.14,1.1
105,MEI,Juan Ramírez,AME,7,5.02,2.24,1.67
561,MEI,Kayque,BOT,6,2.33,2.72,0.68
114,MEI,Bruno Leite,CAP,0,2.0,0.0,2.4
133,MEI,Vitor Bueno,CAP,7,5.04,3.7,7.09
547,MEI,Pablo Maia,SAO,12,4.08,1.4,1.0
154,MEI,Edson ,ACG,12,5.34,2.2,5.26
157,MEI,Tchê Tchê,BOT,8,3.81,1.04,0.57
159,MEI,Guilherme Castilho,CAM,3,3.04,-0.57,0.51
162,MEI,Bruno Silva,AVA,13,8.62,3.97,7.48
163,MEI,Allan,CAM,11,4.0,1.53,1.81
497,MEI,Matheus Jussa,FOR,9,0.73,-0.08,-0.86
508,MEI,Bruno Oliveira,SAN,6,3.35,2.8,2.84
491,MEI,Elton,JUV,1,2.87,-0.3,0.49
487,MEI,José Welison,FOR,10,5.29,3.53,2.12
482,MEI,Lucas Ventura,AVA,6,2.38,1.55,4.05
170,MEI,Neto,CAM,0,1.0,0.0,1.21
175,MEI,Raniele,AVA,14,9.11,3.52,2.72
176,MEI,Jean Cléber,AVA,10,2.07,0.79,0.43
472,MEI,Bruninho,JUV,4,2.53,1.35,1.68
489,MEI,Pedro Bicalho,PAL,1,1.72,1.2,1.53
509,MEI,Camacho,SAN,6,3.78,1.92,2.02
152,MEI,Baralhas,ACG,13,6.77,3.42,1.28
512,MEI,Lucas Piazon,BOT,6,2.23,0.17,-0.71
128,MEI,Léo Cittadini,CAP,10,4.03,2.02,0.32
129,MEI,Gustavo,AME,6,2.67,1.82,1.22
544,MEI,Ivonei,SAN,0,3.0,0.0,3.59
540,MEI,Andrés,SAO,5,3.87,2.0,3.25
539,MEI,Jadson,JUV,13,8.12,3.4,2.13
533,MEI,Sandry,SAN,10,3.22,2.27,1.34
532,MEI,Vinícius Zanocelo,SAN,13,10.1,4.15,10.29
530,MEI,Rodriguinho,AME,4,1.01,1.05,0.24
138,MEI,Willian,COR,11,14.45,4.61,4.74
144,MEI,Shaylon,ACG,13,3.16,0.78,0.66
522,MEI,Kevyn ,AME,0,1.0,0.0,1.21
145,MEI,Wellington Rato,ACG,15,10.87,4.48,6.13
148,MEI,Rickson,ACG,7,1.25,0.16,0.11
149,MEI,Jorginho,ACG,13,7.01,3.74,7.31
513,MEI,Willian Maranhão,SAN,4,4.23,1.23,3.7
549,MEI,Léo Rafael,CEA,1,2.0,-0.1,2.09
608,MEI,Jean,JUV,10,3.66,2.05,1.42
289,MEI,Matheus França,FLA,1,1.76,-0.7,1.73
80,MEI,Zaracho,CAM,5,14.08,5.58,11.2
734,MEI,Luiz Henrique,SAO,0,1.0,0.0,1.21
733,MEI,Matheus Galdezani,AVA,3,2.71,0.43,1.81
732,MEI,Sasha,FOR,0,4.0,0.0,0.57
729,MEI,Edson Fernando,ACG,12,2.84,1.71,0.76
14,MEI,Arrascaeta,FLA,11,17.81,8.06,2.18
723,MEI,Talles,SAO,1,3.77,3.7,4.61
719,MEI,Michel Araújo ,FLU,0,5.0,0.0,0.71
717,MEI,Nathan,GOI,0,1.0,0.0,1.21
716,MEI,Biel,CFC,1,1.3,2.9,2.12
712,MEI,Naves,PAL,2,0.73,-0.5,0.84
709,MEI,Daniel Cabral,FLA,0,2.0,0.0,2.4
706,MEI,Gabriel Tota,JUV,1,1.04,-1.2,1.21
705,MEI,Otero,FOR,0,7.0,0.0,0.99
704,MEI,Breno Bidon,COR,0,1.0,0.0,1.21
697,MEI,Rubens,CAM,12,5.92,5.04,0.11
735,MEI,Kazu,AVA,0,2.0,0.0,2.4
695,MEI,Vitinho,AVA,1,1.42,-0.1,0.99
736,MEI,Matheus Dias,INT,0,1.0,0.0,0.15
739,MEI,Rikelme,CUI,0,1.0,0.0,1.21
770,MEI,Igor Jesus,FLA,0,1.0,0.0,0.15
769,MEI,David,CEA,0,2.0,0.0,2.4
3,MEI,Taison,INT,8,5.36,2.08,6.99
767,MEI,Rodriguinho,SAO,0,1.0,0.0,0.15
5,MEI,Raphael Veiga,PAL,9,14.97,5.5,4.72
760,MEI,Pedro Bahia,GOI,0,1.0,0.0,1.21
756,MEI,Jean Pyerre,AVA,6,2.56,1.47,0.22
755,MEI,Nathan Camargo ,BGT,1,0.73,-0.8,0.96
752,MEI,Alan Patrick,INT,9,8.58,5.38,7.17
6,MEI,Zé Rafael,PAL,13,14.03,6.11,5.89
749,MEI,Pedrinho,CAM,0,9.0,0.0,1.27
748,MEI,Jhonatan,PAL,0,1.0,0.0,1.21
747,MEI,André Anderson,SAO,6,2.84,1.07,1.16
745,MEI,Lucas Lima,ACG,4,1.21,0.13,0.18
741,MEI,Victor Hugo,FLA,1,1.89,2.1,1.84
737,MEI,Léo Silva,SAO,0,1.0,0.0,1.21
693,MEI,Isaac,ACG,0,1.0,0.0,1.21
41,MEI,Arias,FLU,10,7.27,4.01,7.97
44,MEI,Edenílson,INT,11,11.75,4.32,8.43
67,MEI,Marlos,CAP,4,4.03,0.58,2.97
643,MEI,Hércules,FOR,10,4.36,3.62,2.43
642,MEI,Kawan,CAP,0,1.0,0.0,1.21
641,MEI,Diego,CEA,0,3.0,0.0,3.59
69,MEI,Vina,CEA,10,3.47,1.47,-0.03
636,MEI,Maycon,COR,8,4.96,1.34,2.67
634,MEI,Rodrigo Fernández,SAN,12,5.34,2.43,0.55
631,MEI,Danilo Silva,GOI,0,1.0,0.0,1.21
629,MEI,Estevão,INT,2,0.74,-0.35,0.04
471,MEI,Rodrigo Nestor,SAO,13,6.93,3.45,1.89
75,MEI,Willian Arão,FLA,13,6.21,2.64,1.98
619,MEI,Guilherme Biro,COR,1,2.73,3.6,3.06
77,MEI,Cantillo,COR,9,5.46,2.13,2.31
617,MEI,Patrick,SAO,11,8.27,4.09,1.78
78,MEI,Matheus Fernandes,CAP,9,3.5,1.7,-0.23
64,MEI,Jair,CAM,11,8.23,4.51,5.21
62,MEI,Nacho Fernández,CAM,12,11.94,5.69,2.79
61,MEI,Gabriel Sara,SAO,1,7.41,-0.2,7.68
662,MEI,Galarza,CFC,3,4.08,1.8,2.75
45,MEI,Marlon Freitas,ACG,15,8.64,4.24,7.99
688,MEI,Luís Oyama,BOT,12,7.13,3.2,2.36
